Естер	11
Женя	11
Зафирка	11
Иванко	11
Йоланта	11
Йоло	11
Койка	11
Крачун	11
Кристалина	11
Ламбрина	11
Левенка	11
Люси	11
Макари	11
Марга	11
Мартина	11
Милева	11
Мима	11
Мирела	11
Момка	11
Нейка	11
Орхидея	11
Паско	11
Пело	11
Радион	11
Радмила	11
Райно	11
Рашел	11
Рина	11
Русан	11
Саво	11
Софи	11
Спасен	11
Стилян	11
Събчо	11
Съйко	11
Тодорина	11
Томо	11
Харалан	11
Храбър	11
Чайка	11
Август	10
Аксиния	10
Анисия	10
Арон	10
Архангел	10
Багряна	10
Бано	10
Бедрос	10
Благородка	10
Борил	10
Боримир	10
Будин	10
Ванюша	10
Вартухи	10
Винка	10
Вирджиния	10
Вичка	10
Влади	10
Гешо	10
Гичка	10
Гоце	10
Дафин	10
Дишо	10
Дойка	10
Дорина	10
Доста	10
Захария	10
Ивайла	10
Ивет	10
Игната	10
Иларион	10
Йоаким	10
Йосифка	10
Калушка	10
Каля	10
Киркор	10
Кица	10
Крикор	10
Лальо	10
Левена	10
Летка	10
Лиза	10
Любинка	10
Люляна	10
Маргит	10
Милевка	10
Мино	10
Наньо	10
Нелка	10
Нинко	10
Нишан	10
Огнянка	10
Олимпия	10
Параскев	10
Поликсения	10
Първа	10
Рене	10
Росина	10
Руменка	10
Русана	10
Савинка	10
Светлозара	10
Седеф	10
Сребрина	10
Сталинка	10
Стоила	10
Събина	10
Тасо	10
Тачо	10
Темелаки	10
Тенка	10
Тоньо	10
Тоня	10
Фидан	10
Филчо	10
Фильо	10
Фрона	10
Харизан	10
Хрипсиме	10
Андрея	9
Анжелика	9
Антраник	9
Арсен	9
Арсенка	9
Бенчо	9
Блаже	9
Буря	9
Вангелина	9
Ванина	9
Викенти	9
Витомир	9
Власаки	9
Вунка	9
Гаро	9
Гиргина	9
Гита	9
Горанка	9
Гунка	9
Данче	9
Деянка	9
Доко	9
Драго	9
Дуко	9
Душан	9
Евга	9
Евелин	9
Евка	9
Елен	9
Еленица	9
Еми	9
Жаклин	9
Жива	9
Жори	9
Запрянка	9
Ида	9
Йохан	9
Ката	9
Клементина	9
Костас	9
Кръстена	9
Ламбо	9
Лени	9
Лилиана	9
Любимка	9
Мариам	9
Маша	9
Меримка	9
Милорад	9
Милотин	9
Михаилка	9
Младена	9
Мони	9
Мончо	9
Негрита	9
Огнемир	9
Оник	9
Пандо	9
Пане	9
Петрина	9
Петрия	9
Пламенка	9
Радославка	9
Райчин	9
Рашка	9
Ромил	9
Рубинка	9
Руен	9
Саня	9
Сарафка	9
Семко	9
Симчо	9
Сирма	9
Спасимир	9
Степан	9
Стоена	9
Събко	9
Танко	9
Тодорица	9
Тона	9
Фидана	9
Хачик	9
Хилда	9
Хинко	9
Хубен	9
Щиляна	9
Яворка	9
Адриян	8
Андриян	8
Анели	8
Анжелина	8
Анко	8
Антим	8
Арсения	8
Артин	8
Артур	8
Бети	8
Ванда	8
Ванче	8
Варда	8
Ваца	8
Видол	8
Видю	8
Влада	8
Владислава	8
Волен	8
Вуна	8
Вярка	8
Гавраил	8
Галунка	8
Гани	8
Гано	8
Ганю	8
Геро	8
Гичо	8
Горчо	8
Григорка	8
Гюргя	8
Даньо	8
Джеки	8
Дилко	8
Дима	8
Димитриос	8
Димко	8
Дирухи	8
Доню	8
Драгомира	8
Друми	8
Евтима	8
Едит	8
Елени	8
Еремия	8
Жанина	8
Жасмин	8
Зафира	8
Звездомир	8
Израел	8
Исидор	8
Йоланда	8
Йошка	8
Кипра	8
Костанца	8
Кою	8
Красина	8
Кристин	8
Лукреция	8
Люсиен	8
Марсел	8
Марчела	8
Мата	8
Матьо	8
Методий	8
Милачко	8
